iter	RMSE
621	3.640506958
622	3.637593678
623	3.634388567
624	3.632761968
625	3.630863077
626	3.626643194
627	3.624304328
628	3.623129413
629	3.621695465
630	3.618121748
631	3.617471004
632	3.616329392
633	3.615235364
634	3.614206123
635	3.611188303
636	3.610158231
637	3.609540978
638	3.607260721
639	3.605372018
640	3.602919348
641	3.601540954
642	3.597841866
643	3.597419165
644	3.594078816
645	3.593238817
646	3.591912055
647	3.590598927
648	3.587534728
649	3.586578688
650	3.586154338
651	3.585259884
652	3.582184814
653	3.579090184
654	3.578041136
655	3.574884621
656	3.574316376
657	3.570670187
658	3.567630835
659	3.566228742
660	3.565649191
661	3.564649107
662	3.563329141
663	3.562841883
664	3.56037504
665	3.559692302
666	3.559333794
667	3.55716063
668	3.555340765
669	3.553538371
670	3.552726302
671	3.549677687
672	3.545593137
673	3.542281016
674	3.540267047
675	3.53984104
676	3.537470171
677	3.534400822
678	3.530415001
679	3.529079234
680	3.527602659
681	3.524920822
682	3.523420383
683	3.521641778
684	3.519976962
685	3.518772472
686	3.518397593
687	3.5159963
688	3.515016061
689	3.513476217
690	3.509533292
691	3.505929206
692	3.505520653
693	3.504718255
694	3.504359724
695	3.503445319
696	3.501949261
697	3.498188078
698	3.49649715
699	3.493388254
700	3.491886884
701	3.489603218
702	3.488430537
703	3.487232929
704	3.484772912
705	3.480439367
706	3.4795109
707	3.478279177
708	3.476957596
709	3.476014913
710	3.473494524
711	3.473033709
712	3.470754768
713	3.467952253
714	3.465757091
715	3.464226686
716	3.464074003
717	3.46375327
718	3.459674624
719	3.456927902
720	3.455680494
721	3.453423036
722	3.451090427
723	3.450416909
724	3.447476423
725	3.446187392
726	3.443902972
727	3.442204655
728	3.439296736
729	3.436942683
730	3.435564703
731	3.432830828
732	3.431231178
733	3.428939536
734	3.427039326
735	3.425416246
736	3.425048519
737	3.42390235
738	3.422808663
739	3.421607005
740	3.420432981
741	3.419554114
742	3.417867177
743	3.417452387
744	3.415862353
745	3.415631379
746	3.413438421
747	3.411565013
748	3.4097656
749	3.405968021
750	3.40513953
751	3.404883097
752	3.40233224
753	3.399697376
754	3.397162963
755	3.395155002
756	3.394893436
757	3.393618454
758	3.393075837
759	3.392811343
760	3.390341104
761	3.387935157
762	3.387676952
763	3.385273763
764	3.383437892
765	3.381932575
766	3.380993101
767	3.378904772
768	3.377115733
769	3.372382017
770	3.372170341
771	3.368827496
772	3.366899042
773	3.36547398
774	3.363920114
775	3.363735093
776	3.36349385
777	3.358998256
778	3.356162165
779	3.35354493
780	3.350591503
781	3.348568461
782	3.347116118
783	3.345031319
784	3.34183077
785	3.340920343
786	3.339225525
787	3.337683199
788	3.335147338
789	3.334406948
790	3.329955124
791	3.328851875
792	3.328291919
793	3.327609349
794	3.327402122
795	3.325361462
796	3.323071676
797	3.321910902
798	3.321614718
799	3.321312684
800	3.319281842
801	3.319079555
802	3.318856868
803	3.316819455
804	3.313846381
805	3.311994592
806	3.309439718
807	3.307344794
808	3.305473502
809	3.304708817
810	3.302574293
811	3.301071794
812	3.300042286
813	3.298549254
814	3.297929877
815	3.297638743
816	3.296858763
817	3.295104362
818	3.294863089
819	3.294690593
820	3.293621306
821	3.291157044
822	3.290187909
823	3.288607608
824	3.287426642
825	3.286469901
826	3.284058801
827	3.283479166
828	3.280994359
829	3.280814617
830	3.278083621
831	3.2778663
832	3.276969338
833	3.276240708
834	3.275164516
835	3.275016584
836	3.272391432
837	3.271435632
838	3.26897721
839	3.268407284
840	3.265367234
841	3.264082043
842	3.262787564
843	3.262574707
844	3.262343605
845	3.261003789
846	3.25988959
847	3.257994104
848	3.257268792
849	3.256605108
850	3.255656461
851	3.254104726
852	3.253347014
853	3.252505212
854	3.250814714
855	3.249596833
856	3.248012334
857	3.246865759
858	3.245148458
859	3.244744328
860	3.24463439
861	3.24308054
862	3.2410783
863	3.237670701
864	3.235269543
865	3.233283893
866	3.231604437
867	3.229848953
868	3.228493003
869	3.226043391
870	3.224578324
871	3.224068191
872	3.223826818
873	3.221534126
874	3.219609396
875	3.21943023
876	3.219154178
877	3.217017327
878	3.216806622
879	3.216236872
880	3.2152261
881	3.213594095
882	3.21235303
883	3.212210706
884	3.211165551
885	3.209330432
886	3.208139765
887	3.205970292
888	3.205498185
889	3.204687197
890	3.202745625
891	3.201701983
892	3.201049583
893	3.198811451
894	3.196540004
895	3.195945553
896	3.194241545
897	3.193931878
898	3.19139688
899	3.190758069
900	3.189749995
901	3.189565648
902	3.188172167
903	3.187988066
904	3.187050607
905	3.186336238
906	3.18592797
907	3.184877463
908	3.182359251
909	3.182282234
910	3.179770231
911	3.179107034
912	3.176773573
913	3.175707181
914	3.174849278
915	3.174181818
916	3.171829353
917	3.170636346
918	3.16845256
919	3.168309687
920	3.167367318
921	3.164962599
922	3.164232237
923	3.163475299
924	3.16103441
925	3.157278174
926	3.157108614
927	3.1569508
928	3.154992611
929	3.151900636
930	3.151746362
931	3.150388876
932	3.14866883
933	3.146260654
934	3.146125601
935	3.144525536
936	3.143093646
937	3.141148614
938	3.140654271
939	3.139146091
940	3.137718343
941	3.13700015
942	3.135462364
943	3.133768411
944	3.132063651
945	3.130550248
946	3.129181329
947	3.128046646
948	3.127445632
949	3.125515967
950	3.12445085
951	3.122179405
952	3.119058658
953	3.118889311
954	3.117065199
955	3.11502661
956	3.114676299
957	3.111330672
958	3.110833327
959	3.109726048
960	3.109168303
961	3.107865084
962	3.105187081
963	3.104745996
964	3.104585621
965	3.102978577
966	3.099955846
967	3.098805689
968	3.096856316
969	3.096229297
970	3.096029465
971	3.095881124
972	3.094352225
973	3.092758159
974	3.092250756
975	3.091744452
976	3.089395792
977	3.089237204
978	3.087151361
979	3.085076948
980	3.084430658
981	3.084181415
982	3.081782373
983	3.078912815
984	3.077530012
985	3.075673272
986	3.075134691
987	3.074146378
988	3.073065956
989	3.072063871
990	3.071104384
991	3.069468174
992	3.068506657
993	3.066554968
994	3.065686297
995	3.063762681
996	3.063479909
997	3.063152761
998	3.062934488
999	3.061902793
